State/UT,District,ds,Category,y
Haryana,Sirsa,2019-07-01,DL,30.0
Haryana,Sirsa,2019-07-01,ECT,86.67
Haryana,Sirsa,2019-07-01,GP,89.29
Haryana,Sirsa,2019-07-01,IF,78.43
Haryana,Sirsa,2019-07-01,Outcome,51.03
Haryana,Sirsa,2019-07-01,Overall,392.56
Haryana,Sirsa,2019-07-01,SS,57.14
Haryana,Sirsa,2020-07-01,DL,26.0
Haryana,Sirsa,2020-07-01,ECT,82.22
Haryana,Sirsa,2020-07-01,GP,69.05
Haryana,Sirsa,2020-07-01,IF,80.39
Haryana,Sirsa,2020-07-01,Outcome,46.55
Haryana,Sirsa,2020-07-01,Overall,364.21
Haryana,Sirsa,2020-07-01,SS,60.0
Haryana,Sirsa,2021-07-01,DL,22.0
Haryana,Sirsa,2021-07-01,ECT,76.67
Haryana,Sirsa,2021-07-01,GP,57.14
Haryana,Sirsa,2021-07-01,IF,70.59
Haryana,Sirsa,2021-07-01,Outcome,43.1
Haryana,Sirsa,2021-07-01,Overall,320.93
Haryana,Sirsa,2021-07-01,SS,51.43
Haryana,Sonipat,2018-07-01,DL,28.0
Haryana,Sonipat,2018-07-01,ECT,73.33
Haryana,Sonipat,2018-07-01,GP,83.33
Haryana,Sonipat,2018-07-01,IF,64.71
Haryana,Sonipat,2018-07-01,Outcome,55.17
Haryana,Sonipat,2018-07-01,Overall,387.4
Haryana,Sonipat,2018-07-01,SS,82.86
Haryana,Sonipat,2019-07-01,DL,34.0
Haryana,Sonipat,2019-07-01,ECT,76.67
Haryana,Sonipat,2019-07-01,GP,80.95
Haryana,Sonipat,2019-07-01,IF,64.71
Haryana,Sonipat,2019-07-01,Outcome,53.79
Haryana,Sonipat,2019-07-01,Overall,401.55
Haryana,Sonipat,2019-07-01,SS,91.43
Haryana,Sonipat,2020-07-01,DL,30.0
Haryana,Sonipat,2020-07-01,ECT,76.67
Haryana,Sonipat,2020-07-01,GP,63.1
Haryana,Sonipat,2020-07-01,IF,86.27
Haryana,Sonipat,2020-07-01,Outcome,54.48
Haryana,Sonipat,2020-07-01,Overall,367.66
Haryana,Sonipat,2020-07-01,SS,57.14
Haryana,Sonipat,2021-07-01,DL,36.0
Haryana,Sonipat,2021-07-01,ECT,85.56
Haryana,Sonipat,2021-07-01,GP,60.71
Haryana,Sonipat,2021-07-01,IF,78.43
Haryana,Sonipat,2021-07-01,Outcome,53.45
Haryana,Sonipat,2021-07-01,Overall,394.15
Haryana,Sonipat,2021-07-01,SS,80.0
Haryana,Yamunanagar,2018-07-01,DL,20.0
Haryana,Yamunanagar,2018-07-01,ECT,65.56
Haryana,Yamunanagar,2018-07-01,GP,71.43
Haryana,Yamunanagar,2018-07-01,IF,78.43
Haryana,Yamunanagar,2018-07-01,Outcome,47.93
Haryana,Yamunanagar,2018-07-01,Overall,334.78000000000003
Haryana,Yamunanagar,2018-07-01,SS,51.43
Haryana,Yamunanagar,2019-07-01,DL,22.0
Haryana,Yamunanagar,2019-07-01,ECT,66.67
Haryana,Yamunanagar,2019-07-01,GP,86.9
Haryana,Yamunanagar,2019-07-01,IF,80.39
Haryana,Yamunanagar,2019-07-01,Outcome,47.24
Haryana,Yamunanagar,2019-07-01,Overall,354.63
Haryana,Yamunanagar,2019-07-01,SS,51.43
Haryana,Yamunanagar,2020-07-01,DL,20.0
Haryana,Yamunanagar,2020-07-01,ECT,87.78
Haryana,Yamunanagar,2020-07-01,GP,82.14
Haryana,Yamunanagar,2020-07-01,IF,86.27
Haryana,Yamunanagar,2020-07-01,Outcome,48.62
Haryana,Yamunanagar,2020-07-01,Overall,387.67
Haryana,Yamunanagar,2020-07-01,SS,62.86
Haryana,Yamunanagar,2021-07-01,DL,32.0
Haryana,Yamunanagar,2021-07-01,ECT,85.56
Haryana,Yamunanagar,2021-07-01,GP,71.43
Haryana,Yamunanagar,2021-07-01,IF,80.39
Haryana,Yamunanagar,2021-07-01,Outcome,54.48
Haryana,Yamunanagar,2021-07-01,Overall,392.43
Haryana,Yamunanagar,2021-07-01,SS,68.57
Himachal Pradesh,Bilaspur (H.P.),2018-07-01,DL,20.0
Himachal Pradesh,Bilaspur (H.P.),2018-07-01,ECT,83.33
Himachal Pradesh,Bilaspur (H.P.),2018-07-01,GP,25.0
Himachal Pradesh,Bilaspur (H.P.),2018-07-01,IF,58.82
Himachal Pradesh,Bilaspur (H.P.),2018-07-01,Outcome,52.07
Himachal Pradesh,Bilaspur (H.P.),2018-07-01,Overall,307.79
Himachal Pradesh,Bilaspur (H.P.),2018-07-01,SS,68.57
Himachal Pradesh,Bilaspur (H.P.),2019-07-01,DL,22.0
Himachal Pradesh,Bilaspur (H.P.),2019-07-01,ECT,85.56
Himachal Pradesh,Bilaspur (H.P.),2019-07-01,GP,28.57
Himachal Pradesh,Bilaspur (H.P.),2019-07-01,IF,64.71
Himachal Pradesh,Bilaspur (H.P.),2019-07-01,Outcome,50.0
Himachal Pradesh,Bilaspur (H.P.),2019-07-01,Overall,319.41
Himachal Pradesh,Bilaspur (H.P.),2019-07-01,SS,68.57
Himachal Pradesh,Bilaspur (H.P.),2020-07-01,DL,22.0
Himachal Pradesh,Bilaspur (H.P.),2020-07-01,ECT,93.33
Himachal Pradesh,Bilaspur (H.P.),2020-07-01,GP,52.38
Himachal Pradesh,Bilaspur (H.P.),2020-07-01,IF,88.24
Himachal Pradesh,Bilaspur (H.P.),2020-07-01,Outcome,54.83
Himachal Pradesh,Bilaspur (H.P.),2020-07-01,Overall,310.78
Himachal Pradesh,Bilaspur (H.P.),2020-07-01,SS,0.0
Himachal Pradesh,Bilaspur (H.P.),2021-07-01,DL,20.0
Himachal Pradesh,Bilaspur (H.P.),2021-07-01,ECT,95.56
Himachal Pradesh,Bilaspur (H.P.),2021-07-01,GP,63.1
Himachal Pradesh,Bilaspur (H.P.),2021-07-01,IF,84.31
Himachal Pradesh,Bilaspur (H.P.),2021-07-01,Outcome,48.97
Himachal Pradesh,Bilaspur (H.P.),2021-07-01,Overall,383.37
Himachal Pradesh,Bilaspur (H.P.),2021-07-01,SS,71.43
Himachal Pradesh,Chamba,2018-07-01,DL,14.0
Himachal Pradesh,Chamba,2018-07-01,ECT,81.11
Himachal Pradesh,Chamba,2018-07-01,GP,53.57
Himachal Pradesh,Chamba,2018-07-01,IF,60.78
Himachal Pradesh,Chamba,2018-07-01,Outcome,45.17
Himachal Pradesh,Chamba,2018-07-01,Overall,291.77
Himachal Pradesh,Chamba,2018-07-01,SS,37.14
Himachal Pradesh,Chamba,2019-07-01,DL,16.0
Himachal Pradesh,Chamba,2019-07-01,ECT,85.56
Himachal Pradesh,Chamba,2019-07-01,GP,52.38
Himachal Pradesh,Chamba,2019-07-01,IF,68.63
Himachal Pradesh,Chamba,2019-07-01,Outcome,44.14
Himachal Pradesh,Chamba,2019-07-01,Overall,292.42
Himachal Pradesh,Chamba,2019-07-01,SS,25.71
Himachal Pradesh,Chamba,2020-07-01,DL,14.0
Himachal Pradesh,Chamba,2020-07-01,ECT,81.11
Himachal Pradesh,Chamba,2020-07-01,GP,25.0
Himachal Pradesh,Chamba,2020-07-01,IF,70.59
Himachal Pradesh,Chamba,2020-07-01,Outcome,43.45
Himachal Pradesh,Chamba,2020-07-01,Overall,291.29
Himachal Pradesh,Chamba,2020-07-01,SS,57.14
Himachal Pradesh,Chamba,2021-07-01,DL,24.0
Himachal Pradesh,Chamba,2021-07-01,ECT,88.89
Himachal Pradesh,Chamba,2021-07-01,GP,66.67
Himachal Pradesh,Chamba,2021-07-01,IF,68.63
Himachal Pradesh,Chamba,2021-07-01,Outcome,47.24
Himachal Pradesh,Chamba,2021-07-01,Overall,395.43
Himachal Pradesh,Chamba,2021-07-01,SS,100.0
Himachal Pradesh,Hamirpur (H.P.),2018-07-01,DL,28.0
Himachal Pradesh,Hamirpur (H.P.),2018-07-01,ECT,76.67
Himachal Pradesh,Hamirpur (H.P.),2018-07-01,GP,39.29
Himachal Pradesh,Hamirpur (H.P.),2018-07-01,IF,86.27
Himachal Pradesh,Hamirpur (H.P.),2018-07-01,Outcome,50.69
Himachal Pradesh,Hamirpur (H.P.),2018-07-01,Overall,323.78000000000003
Himachal Pradesh,Hamirpur (H.P.),2018-07-01,SS,42.86
Himachal Pradesh,Hamirpur (H.P.),2019-07-01,DL,30.0
Himachal Pradesh,Hamirpur (H.P.),2019-07-01,ECT,80.0
Himachal Pradesh,Hamirpur (H.P.),2019-07-01,GP,39.29
Himachal Pradesh,Hamirpur (H.P.),2019-07-01,IF,88.24
Himachal Pradesh,Hamirpur (H.P.),2019-07-01,Outcome,52.41
Himachal Pradesh,Hamirpur (H.P.),2019-07-01,Overall,332.8
Himachal Pradesh,Hamirpur (H.P.),2019-07-01,SS,42.86
Himachal Pradesh,Hamirpur (H.P.),2020-07-01,DL,26.0
Himachal Pradesh,Hamirpur (H.P.),2020-07-01,ECT,86.67
Himachal Pradesh,Hamirpur (H.P.),2020-07-01,GP,51.19
Himachal Pradesh,Hamirpur (H.P.),2020-07-01,IF,84.31
Himachal Pradesh,Hamirpur (H.P.),2020-07-01,Outcome,53.1
Himachal Pradesh,Hamirpur (H.P.),2020-07-01,Overall,344.13
Himachal Pradesh,Hamirpur (H.P.),2020-07-01,SS,42.86
Himachal Pradesh,Hamirpur (H.P.),2021-07-01,DL,28.0
Himachal Pradesh,Hamirpur (H.P.),2021-07-01,ECT,86.67
Himachal Pradesh,Hamirpur (H.P.),2021-07-01,GP,54.76
Himachal Pradesh,Hamirpur (H.P.),2021-07-01,IF,90.2
Himachal Pradesh,Hamirpur (H.P.),2021-07-01,Outcome,41.38
Himachal Pradesh,Hamirpur (H.P.),2021-07-01,Overall,332.44
Himachal Pradesh,Hamirpur (H.P.),2021-07-01,SS,31.43
Himachal Pradesh,Kangra,2018-07-01,DL,24.0
Himachal Pradesh,Kangra,2018-07-01,ECT,76.67
Himachal Pradesh,Kangra,2018-07-01,GP,50.0
Himachal Pradesh,Kangra,2018-07-01,IF,86.27
Himachal Pradesh,Kangra,2018-07-01,Outcome,57.93
Himachal Pradesh,Kangra,2018-07-01,Overall,360.58
Himachal Pradesh,Kangra,2018-07-01,SS,65.71
Himachal Pradesh,Kangra,2019-07-01,DL,26.0
Himachal Pradesh,Kangra,2019-07-01,ECT,77.78
Himachal Pradesh,Kangra,2019-07-01,GP,51.19
Himachal Pradesh,Kangra,2019-07-01,IF,80.39
Himachal Pradesh,Kangra,2019-07-01,Outcome,57.93
Himachal Pradesh,Kangra,2019-07-01,Overall,359.0
Himachal Pradesh,Kangra,2019-07-01,SS,65.71
Himachal Pradesh,Kangra,2020-07-01,DL,24.0
Himachal Pradesh,Kangra,2020-07-01,ECT,84.44
Himachal Pradesh,Kangra,2020-07-01,GP,59.52
Himachal Pradesh,Kangra,2020-07-01,IF,84.31
Himachal Pradesh,Kangra,2020-07-01,Outcome,58.62
Himachal Pradesh,Kangra,2020-07-01,Overall,382.32
Himachal Pradesh,Kangra,2020-07-01,SS,71.43
Himachal Pradesh,Kangra,2021-07-01,DL,26.0
Himachal Pradesh,Kangra,2021-07-01,ECT,90.0
Himachal Pradesh,Kangra,2021-07-01,GP,48.81
Himachal Pradesh,Kangra,2021-07-01,IF,78.43
Himachal Pradesh,Kangra,2021-07-01,Outcome,41.38
Himachal Pradesh,Kangra,2021-07-01,Overall,344.62
Himachal Pradesh,Kangra,2021-07-01,SS,60.0
Himachal Pradesh,Kinnaur,2018-07-01,DL,26.0
Himachal Pradesh,Kinnaur,2018-07-01,ECT,75.56
Himachal Pradesh,Kinnaur,2018-07-01,GP,32.14
Himachal Pradesh,Kinnaur,2018-07-01,IF,68.63
Himachal Pradesh,Kinnaur,2018-07-01,Outcome,46.9
Himachal Pradesh,Kinnaur,2018-07-01,Overall,286.37
Himachal Pradesh,Kinnaur,2018-07-01,SS,37.14
Himachal Pradesh,Kinnaur,2019-07-01,DL,30.0
Himachal Pradesh,Kinnaur,2019-07-01,ECT,76.67
Himachal Pradesh,Kinnaur,2019-07-01,GP,28.57
Himachal Pradesh,Kinnaur,2019-07-01,IF,86.27
Himachal Pradesh,Kinnaur,2019-07-01,Outcome,47.24
Himachal Pradesh,Kinnaur,2019-07-01,Overall,323.04
Himachal Pradesh,Kinnaur,2019-07-01,SS,54.29
Himachal Pradesh,Kinnaur,2020-07-01,DL,28.0
Himachal Pradesh,Kinnaur,2020-07-01,ECT,78.89
Himachal Pradesh,Kinnaur,2020-07-01,GP,55.95
Himachal Pradesh,Kinnaur,2020-07-01,IF,88.24
Himachal Pradesh,Kinnaur,2020-07-01,Outcome,46.9
Himachal Pradesh,Kinnaur,2020-07-01,Overall,380.84
Himachal Pradesh,Kinnaur,2020-07-01,SS,82.86
Himachal Pradesh,Kinnaur,2021-07-01,DL,26.0
Himachal Pradesh,Kinnaur,2021-07-01,ECT,81.11
Himachal Pradesh,Kinnaur,2021-07-01,GP,60.71
Himachal Pradesh,Kinnaur,2021-07-01,IF,74.51
Himachal Pradesh,Kinnaur,2021-07-01,Outcome,41.72
Himachal Pradesh,Kinnaur,2021-07-01,Overall,341.19
Himachal Pradesh,Kinnaur,2021-07-01,SS,57.14
Himachal Pradesh,Kullu,2018-07-01,DL,18.0
Himachal Pradesh,Kullu,2018-07-01,ECT,71.11
Himachal Pradesh,Kullu,2018-07-01,GP,61.9
Himachal Pradesh,Kullu,2018-07-01,IF,82.35
Himachal Pradesh,Kullu,2018-07-01,Outcome,42.76
Himachal Pradesh,Kullu,2018-07-01,Overall,310.41
Himachal Pradesh,Kullu,2018-07-01,SS,34.29
Himachal Pradesh,Kullu,2019-07-01,DL,20.0
Himachal Pradesh,Kullu,2019-07-01,ECT,75.56
Himachal Pradesh,Kullu,2019-07-01,GP,65.48
Himachal Pradesh,Kullu,2019-07-01,IF,78.43
Himachal Pradesh,Kullu,2019-07-01,Outcome,45.17
Himachal Pradesh,Kullu,2019-07-01,Overall,333.21000000000004
Himachal Pradesh,Kullu,2019-07-01,SS,48.57
Himachal Pradesh,Kullu,2020-07-01,DL,18.0
Himachal Pradesh,Kullu,2020-07-01,ECT,73.33
Himachal Pradesh,Kullu,2020-07-01,GP,38.1
Himachal Pradesh,Kullu,2020-07-01,IF,68.63
Himachal Pradesh,Kullu,2020-07-01,Outcome,41.03
Himachal Pradesh,Kullu,2020-07-01,Overall,290.52000000000004
Himachal Pradesh,Kullu,2020-07-01,SS,51.43
Himachal Pradesh,Kullu,2021-07-01,DL,24.0
Himachal Pradesh,Kullu,2021-07-01,ECT,85.56
Himachal Pradesh,Kullu,2021-07-01,GP,60.71
Himachal Pradesh,Kullu,2021-07-01,IF,80.39
Himachal Pradesh,Kullu,2021-07-01,Outcome,38.62
Himachal Pradesh,Kullu,2021-07-01,Overall,372.14
Himachal Pradesh,Kullu,2021-07-01,SS,82.86
Himachal Pradesh,Lahul & Spiti,2018-07-01,DL,14.0
Himachal Pradesh,Lahul & Spiti,2018-07-01,ECT,84.44
Himachal Pradesh,Lahul & Spiti,2018-07-01,GP,33.33
Himachal Pradesh,Lahul & Spiti,2018-07-01,IF,66.67
Himachal Pradesh,Lahul & Spiti,2018-07-01,Outcome,41.72
Himachal Pradesh,Lahul & Spiti,2018-07-01,Overall,245.87
Himachal Pradesh,Lahul & Spiti,2018-07-01,SS,5.71
Himachal Pradesh,Lahul & Spiti,2019-07-01,DL,16.0
Himachal Pradesh,Lahul & Spiti,2019-07-01,ECT,84.44
Himachal Pradesh,Lahul & Spiti,2019-07-01,GP,33.33
Himachal Pradesh,Lahul & Spiti,2019-07-01,IF,68.63
Himachal Pradesh,Lahul & Spiti,2019-07-01,Outcome,42.76
Himachal Pradesh,Lahul & Spiti,2019-07-01,Overall,250.87
Himachal Pradesh,Lahul & Spiti,2019-07-01,SS,5.71
Himachal Pradesh,Lahul & Spiti,2020-07-01,DL,12.0
Himachal Pradesh,Lahul & Spiti,2020-07-01,ECT,58.89
Himachal Pradesh,Lahul & Spiti,2020-07-01,GP,29.76
Himachal Pradesh,Lahul & Spiti,2020-07-01,IF,58.82
Himachal Pradesh,Lahul & Spiti,2020-07-01,Outcome,38.28
Himachal Pradesh,Lahul & Spiti,2020-07-01,Overall,252.04
Himachal Pradesh,Lahul & Spiti,2020-07-01,SS,54.29
Himachal Pradesh,Lahul & Spiti,2021-07-01,DL,16.0
Himachal Pradesh,Lahul & Spiti,2021-07-01,ECT,50.0
Himachal Pradesh,Lahul & Spiti,2021-07-01,GP,44.05
Himachal Pradesh,Lahul & Spiti,2021-07-01,IF,54.9
Himachal Pradesh,Lahul & Spiti,2021-07-01,Outcome,37.93
Himachal Pradesh,Lahul & Spiti,2021-07-01,Overall,262.88
Himachal Pradesh,Lahul & Spiti,2021-07-01,SS,60.0
Himachal Pradesh,Mandi,2018-07-01,DL,18.0
Himachal Pradesh,Mandi,2018-07-01,ECT,88.89
Himachal Pradesh,Mandi,2018-07-01,GP,57.14
Himachal Pradesh,Mandi,2018-07-01,IF,74.51
Himachal Pradesh,Mandi,2018-07-01,Outcome,55.17
Himachal Pradesh,Mandi,2018-07-01,Overall,353.71
Himachal Pradesh,Mandi,2018-07-01,SS,60.0
Himachal Pradesh,Mandi,2019-07-01,DL,20.0
Himachal Pradesh,Mandi,2019-07-01,ECT,91.11
Himachal Pradesh,Mandi,2019-07-01,GP,69.05
Himachal Pradesh,Mandi,2019-07-01,IF,78.43
Himachal Pradesh,Mandi,2019-07-01,Outcome,57.59
Himachal Pradesh,Mandi,2019-07-01,Overall,404.75
Himachal Pradesh,Mandi,2019-07-01,SS,88.57
Himachal Pradesh,Mandi,2020-07-01,DL,20.0
Himachal Pradesh,Mandi,2020-07-01,ECT,93.33
Himachal Pradesh,Mandi,2020-07-01,GP,65.48
Himachal Pradesh,Mandi,2020-07-01,IF,88.24
Himachal Pradesh,Mandi,2020-07-01,Outcome,55.52
Himachal Pradesh,Mandi,2020-07-01,Overall,396.86
Himachal Pradesh,Mandi,2020-07-01,SS,74.29
Himachal Pradesh,Mandi,2021-07-01,DL,20.0
Himachal Pradesh,Mandi,2021-07-01,ECT,88.89
Himachal Pradesh,Mandi,2021-07-01,GP,59.52
Himachal Pradesh,Mandi,2021-07-01,IF,72.55
Himachal Pradesh,Mandi,2021-07-01,Outcome,44.48
Himachal Pradesh,Mandi,2021-07-01,Overall,368.3
Himachal Pradesh,Mandi,2021-07-01,SS,82.86
Himachal Pradesh,Shimla,2018-07-01,DL,18.0
Himachal Pradesh,Shimla,2018-07-01,ECT,86.67
Himachal Pradesh,Shimla,2018-07-01,GP,59.52
Himachal Pradesh,Shimla,2018-07-01,IF,74.51
Himachal Pradesh,Shimla,2018-07-01,Outcome,51.03
Himachal Pradesh,Shimla,2018-07-01,Overall,344.02
Himachal Pradesh,Shimla,2018-07-01,SS,54.29
Himachal Pradesh,Shimla,2019-07-01,DL,20.0
Himachal Pradesh,Shimla,2019-07-01,ECT,85.56
Himachal Pradesh,Shimla,2019-07-01,GP,61.9
Himachal Pradesh,Shimla,2019-07-01,IF,82.35
Himachal Pradesh,Shimla,2019-07-01,Outcome,50.34
Himachal Pradesh,Shimla,2019-07-01,Overall,357.29
Himachal Pradesh,Shimla,2019-07-01,SS,57.14
Himachal Pradesh,Shimla,2020-07-01,DL,20.0
Himachal Pradesh,Shimla,2020-07-01,ECT,84.44
Himachal Pradesh,Shimla,2020-07-01,GP,57.14
Himachal Pradesh,Shimla,2020-07-01,IF,90.2
Himachal Pradesh,Shimla,2020-07-01,Outcome,51.03
Himachal Pradesh,Shimla,2020-07-01,Overall,377.1
Himachal Pradesh,Shimla,2020-07-01,SS,74.29
Himachal Pradesh,Shimla,2021-07-01,DL,24.0
Himachal Pradesh,Shimla,2021-07-01,ECT,84.44
Himachal Pradesh,Shimla,2021-07-01,GP,50.0
Himachal Pradesh,Shimla,2021-07-01,IF,72.55
Himachal Pradesh,Shimla,2021-07-01,Outcome,45.52
Himachal Pradesh,Shimla,2021-07-01,Overall,350.8
Himachal Pradesh,Shimla,2021-07-01,SS,74.29
Himachal Pradesh,Sirmaur,2018-07-01,DL,16.0
Himachal Pradesh,Sirmaur,2018-07-01,ECT,73.33
Himachal Pradesh,Sirmaur,2018-07-01,GP,60.71
Himachal Pradesh,Sirmaur,2018-07-01,IF,54.9
Himachal Pradesh,Sirmaur,2018-07-01,Outcome,41.72
Himachal Pradesh,Sirmaur,2018-07-01,Overall,269.52
Himachal Pradesh,Sirmaur,2018-07-01,SS,22.86
Himachal Pradesh,Sirmaur,2019-07-01,DL,16.0
Himachal Pradesh,Sirmaur,2019-07-01,ECT,73.33
Himachal Pradesh,Sirmaur,2019-07-01,GP,60.71
Himachal Pradesh,Sirmaur,2019-07-01,IF,66.67
Himachal Pradesh,Sirmaur,2019-07-01,Outcome,43.45
Himachal Pradesh,Sirmaur,2019-07-01,Overall,285.87
Himachal Pradesh,Sirmaur,2019-07-01,SS,25.71
Himachal Pradesh,Sirmaur,2020-07-01,DL,16.0
Himachal Pradesh,Sirmaur,2020-07-01,ECT,32.22
Himachal Pradesh,Sirmaur,2020-07-01,GP,55.95
Himachal Pradesh,Sirmaur,2020-07-01,IF,43.14
Himachal Pradesh,Sirmaur,2020-07-01,Outcome,36.55
Himachal Pradesh,Sirmaur,2020-07-01,Overall,238.15
Himachal Pradesh,Sirmaur,2020-07-01,SS,54.29
Himachal Pradesh,Sirmaur,2021-07-01,DL,22.0
Himachal Pradesh,Sirmaur,2021-07-01,ECT,76.67
Himachal Pradesh,Sirmaur,2021-07-01,GP,54.76
Himachal Pradesh,Sirmaur,2021-07-01,IF,66.67
Himachal Pradesh,Sirmaur,2021-07-01,Outcome,39.66
Himachal Pradesh,Sirmaur,2021-07-01,Overall,339.76
Himachal Pradesh,Sirmaur,2021-07-01,SS,80.0
Himachal Pradesh,Solan,2018-07-01,DL,24.0
Himachal Pradesh,Solan,2018-07-01,ECT,63.33
Himachal Pradesh,Solan,2018-07-01,GP,27.38
Himachal Pradesh,Solan,2018-07-01,IF,76.47
Himachal Pradesh,Solan,2018-07-01,Outcome,49.31
Himachal Pradesh,Solan,2018-07-01,Overall,271.92
Himachal Pradesh,Solan,2018-07-01,SS,31.43
Himachal Pradesh,Solan,2019-07-01,DL,26.0
Himachal Pradesh,Solan,2019-07-01,ECT,65.56
Himachal Pradesh,Solan,2019-07-01,GP,27.38
Himachal Pradesh,Solan,2019-07-01,IF,72.55
Himachal Pradesh,Solan,2019-07-01,Outcome,50.0
Himachal Pradesh,Solan,2019-07-01,Overall,275.78000000000003
Himachal Pradesh,Solan,2019-07-01,SS,34.29
Himachal Pradesh,Solan,2020-07-01,DL,26.0
Himachal Pradesh,Solan,2020-07-01,ECT,37.78
Himachal Pradesh,Solan,2020-07-01,GP,33.33
Himachal Pradesh,Solan,2020-07-01,IF,58.82
Himachal Pradesh,Solan,2020-07-01,Outcome,48.28
Himachal Pradesh,Solan,2020-07-01,Overall,207.07
Himachal Pradesh,Solan,2020-07-01,SS,2.86
Himachal Pradesh,Solan,2021-07-01,DL,26.0
Himachal Pradesh,Solan,2021-07-01,ECT,76.67
Himachal Pradesh,Solan,2021-07-01,GP,54.76
Himachal Pradesh,Solan,2021-07-01,IF,72.55
Himachal Pradesh,Solan,2021-07-01,Outcome,39.31
Himachal Pradesh,Solan,2021-07-01,Overall,349.29
Himachal Pradesh,Solan,2021-07-01,SS,80.0
Himachal Pradesh,Una,2018-07-01,DL,28.0
Himachal Pradesh,Una,2018-07-01,ECT,72.22
Himachal Pradesh,Una,2018-07-01,GP,46.43
Himachal Pradesh,Una,2018-07-01,IF,84.31
Himachal Pradesh,Una,2018-07-01,Outcome,46.9
Himachal Pradesh,Una,2018-07-01,Overall,352.15000000000003
Himachal Pradesh,Una,2018-07-01,SS,74.29
Himachal Pradesh,Una,2019-07-01,DL,30.0
Himachal Pradesh,Una,2019-07-01,ECT,72.22
Himachal Pradesh,Una,2019-07-01,GP,42.86
Himachal Pradesh,Una,2019-07-01,IF,86.27
Himachal Pradesh,Una,2019-07-01,Outcome,49.66
Himachal Pradesh,Una,2019-07-01,Overall,355.3
Himachal Pradesh,Una,2019-07-01,SS,74.29
Himachal Pradesh,Una,2020-07-01,DL,28.0
Himachal Pradesh,Una,2020-07-01,ECT,84.44
Himachal Pradesh,Una,2020-07-01,GP,34.52
Himachal Pradesh,Una,2020-07-01,IF,80.39
Himachal Pradesh,Una,2020-07-01,Outcome,45.17
Himachal Pradesh,Una,2020-07-01,Overall,306.80999999999995
Himachal Pradesh,Una,2020-07-01,SS,34.29
Himachal Pradesh,Una,2021-07-01,DL,28.0
Himachal Pradesh,Una,2021-07-01,ECT,81.11
Himachal Pradesh,Una,2021-07-01,GP,45.24
Himachal Pradesh,Una,2021-07-01,IF,70.59
Himachal Pradesh,Una,2021-07-01,Outcome,41.72
Himachal Pradesh,Una,2021-07-01,Overall,309.52000000000004
Himachal Pradesh,Una,2021-07-01,SS,42.86
Jammu and Kashmir,Anantnag,2018-07-01,DL,12.0
Jammu and Kashmir,Anantnag,2018-07-01,ECT,45.56
Jammu and Kashmir,Anantnag,2018-07-01,GP,55.95
Jammu and Kashmir,Anantnag,2018-07-01,IF,64.71
Jammu and Kashmir,Anantnag,2018-07-01,Outcome,41.72
Jammu and Kashmir,Anantnag,2018-07-01,Overall,259.94
Jammu and Kashmir,Anantnag,2018-07-01,SS,40.0
Jammu and Kashmir,Anantnag,2019-07-01,DL,12.0
Jammu and Kashmir,Anantnag,2019-07-01,ECT,48.89
Jammu and Kashmir,Anantnag,2019-07-01,GP,57.14
Jammu and Kashmir,Anantnag,2019-07-01,IF,72.55
Jammu and Kashmir,Anantnag,2019-07-01,Outcome,45.17
Jammu and Kashmir,Anantnag,2019-07-01,Overall,267.18
Jammu and Kashmir,Anantnag,2019-07-01,SS,31.43
Jammu and Kashmir,Anantnag,2020-07-01,DL,12.0
Jammu and Kashmir,Anantnag,2020-07-01,ECT,68.89
Jammu and Kashmir,Anantnag,2020-07-01,GP,65.48
Jammu and Kashmir,Anantnag,2020-07-01,IF,66.67
Jammu and Kashmir,Anantnag,2020-07-01,Outcome,45.17
Jammu and Kashmir,Anantnag,2020-07-01,Overall,303.92
Jammu and Kashmir,Anantnag,2020-07-01,SS,45.71
Jammu and Kashmir,Anantnag,2021-07-01,DL,12.0
Jammu and Kashmir,Anantnag,2021-07-01,ECT,75.56
Jammu and Kashmir,Anantnag,2021-07-01,GP,65.48
Jammu and Kashmir,Anantnag,2021-07-01,IF,58.82
Jammu and Kashmir,Anantnag,2021-07-01,Outcome,56.21
Jammu and Kashmir,Anantnag,2021-07-01,Overall,322.36
Jammu and Kashmir,Anantnag,2021-07-01,SS,54.29
Jammu and Kashmir,Badgam,2018-07-01,DL,12.0
Jammu and Kashmir,Badgam,2018-07-01,ECT,47.78
Jammu and Kashmir,Badgam,2018-07-01,GP,47.62
Jammu and Kashmir,Badgam,2018-07-01,IF,52.94
Jammu and Kashmir,Badgam,2018-07-01,Outcome,47.59
Jammu and Kashmir,Badgam,2018-07-01,Overall,225.07
Jammu and Kashmir,Badgam,2018-07-01,SS,17.14
Jammu and Kashmir,Badgam,2019-07-01,DL,14.0
Jammu and Kashmir,Badgam,2019-07-01,ECT,48.89
Jammu and Kashmir,Badgam,2019-07-01,GP,59.52
Jammu and Kashmir,Badgam,2019-07-01,IF,62.75
Jammu and Kashmir,Badgam,2019-07-01,Outcome,47.59
Jammu and Kashmir,Badgam,2019-07-01,Overall,258.46000000000004
Jammu and Kashmir,Badgam,2019-07-01,SS,25.71
Jammu and Kashmir,Badgam,2020-07-01,DL,14.0
Jammu and Kashmir,Badgam,2020-07-01,ECT,53.33
Jammu and Kashmir,Badgam,2020-07-01,GP,60.71
